"","person","tot","time","role","dialogue"
"1690","OBAMA","225.26","time 2","candidate","And as far as currency manipulation, the currency has actually gone up eleven percent since I've been president because we have pushed them hard."
"1691","OBAMA","225.27","time 2","candidate","And we've put unprecedented trade pressure on China."
"1692","OBAMA","225.28","time 2","candidate","That's why exports have significantly increased under my presidency."
"1693","OBAMA","225.29","time 2","candidate","That's going to help to create jobs here."
"1694","CROWLEY","226.1","time 2","moderator","Mister President, we have a really short time for a quick discussion here."
"1695","CROWLEY","226.2","time 2","moderator","iPad, the Macs, the iPhones, they are all manufactured in China."
"1696","CROWLEY","226.3","time 2","moderator","One of the major reasons is labor is so much cheaper here."
"1697","CROWLEY","226.4","time 2","moderator","How do you convince a great American company to bring that manufacturing back here?"
"1698","ROMNEY","227.1","time 2","candidate","The answer is very straightforward."
"1699","ROMNEY","227.2","time 2","candidate","We can compete with anyone in the world as long as the playing field is level."
"1700","ROMNEY","227.3","time 2","candidate","China's been cheating over the years."
"1701","ROMNEY","227.4","time 2","candidate","One by holding down the value of their currency."
"1702","ROMNEY","227.5","time 2","candidate","Number two, by stealing our intellectual property; our designs, our patents, our technology."
"1703","ROMNEY","227.6","time 2","candidate","There's even an Apple store in China that's a counterfeit Apple store, selling counterfeit goods."
"1704","ROMNEY","227.7","time 2","candidate","They hack into our computers."
"1705","ROMNEY","227.8","time 2","candidate","We will have to have people play on a fair basis, that's number one."
"1706","ROMNEY","227.9","time 2","candidate","Number two, we have to make America the most attractive place for entrepreneurs, for people who want to expand their business."
"1707","ROMNEY","227.10","time 2","candidate","That's what brings jobs in."
"1708","ROMNEY","227.11","time 2","candidate","The president's characterization of my tax plan|"
"1709","ROMNEY","227.12","time 2","candidate","is completely|"
"1710","ROMNEY","227.13","time 2","candidate","is completely|"
"1711","ROMNEY","227.14","time 2","candidate","is completely false."
"1712","ROMNEY","227.15","time 2","candidate","Let me tell you|"
"1713","CROWLEY","228.1","time 2","moderator","Let me to go the president here because we really are running out of time."
"1714","CROWLEY","228.2","time 2","moderator","And the question is can we ever get we can't get wages like that."
"1715","CROWLEY","228.3","time 2","moderator","It can't be sustained."
"1716","OBAMA","229.1","time 2","candidate","Candy, there are some jobs that are not going to come back."
"1717","OBAMA","229.2","time 2","candidate","Because they are low wage, low skill jobs."
"1718","OBAMA","229.3","time 2","candidate","I want high wage, high skill jobs."
"1719","OBAMA","229.4","time 2","candidate","That's why we have to emphasize manufacturing."
"1720","OBAMA","229.5","time 2","candidate","That's why we have to invest in advanced manufacturing."
"1721","OBAMA","229.6","time 2","candidate","That's why we've got to make sure that we've got the best science and research in the world."
"1722","OBAMA","229.7","time 2","candidate","And when we talk about deficits, if we're adding to our deficit for tax cuts for folks who don't need them, and we're cutting investments in research and science that will create the next Apple, create the next new innovation that will sell products around the world, we will lose that race."
"1723","OBAMA","229.8","time 2","candidate","If we're not training engineers to make sure that they are equipped here in this country."
"1724","OBAMA","229.9","time 2","candidate","Then companies won't come here."
"1725","OBAMA","229.10","time 2","candidate","Those investments are what's going to help to make sure that we continue to lead this world economy, not just next year, but ten years from now, fifty years from now, one hundred years from now."
"1726","CROWLEY","230.1","time 2","moderator","Thanks Mister President."
"1727","CROWLEY","230.2","time 2","moderator","Governor Romney?"
"1728","ROMNEY","231.1","time 2","candidate","Government does not create jobs."
"1729","ROMNEY","231.2","time 2","candidate","Government does not create jobs."
"1730","CROWLEY","232.1","time 2","moderator","Governor Romney, I want to introduce you to Barry Green, because he's going to have the last question to you first?"
"1731","ROMNEY","233.1","time 2","candidate","Barry?"
"1732","ROMNEY","233.2","time 2","candidate","Where is Barry?"
"1733","QUESTION","234.1","time 2","other","Hi, Governor."
"1734","QUESTION","234.2","time 2","other","I think this is a tough question."
"1735","QUESTION","234.3","time 2","other","To each of you."
"1736","QUESTION","234.4","time 2","other","What do you believe is the biggest misperception that the American people have about you as a man and a candidate?"
"1737","QUESTION","234.5","time 2","other","Using specific examples, can you take this opportunity to debunk that misperception and set us straight?"
"1738","ROMNEY","235.1","time 2","candidate","Thank you, and that's an opportunity for me, and I appreciate it."
"1739","ROMNEY","235.2","time 2","candidate","In the nature of a campaign, it seems that some campaigns are focused on attacking a person rather than prescribing their own future and the things they'd like to do."
"1740","ROMNEY","235.3","time 2","candidate","In the course of that, I think the president's campaign has tried to characterize me as as someone who's very different than who I am."
"1741","ROMNEY","235.4","time 2","candidate","I care about one hundred percent of the American people."
"1742","ROMNEY","235.5","time 2","candidate","I want one hundred percent of the American people to have a bright and prosperous future."
"1743","ROMNEY","235.6","time 2","candidate","I care about our kids."
"1744","ROMNEY","235.7","time 2","candidate","I understand what it takes to make a bright and prosperous future for America again."
"1745","ROMNEY","235.8","time 2","candidate","I spent my life in the private sector, not in government."
"1746","ROMNEY","235.9","time 2","candidate","I'm a guy who wants to help with the experience I have, the American people."
"1747","ROMNEY","235.10","time 2","candidate","My my passion probably flows from the fact that I believe in God."
"1748","ROMNEY","235.11","time 2","candidate","And I believe we're all children of the same God."
"1749","ROMNEY","235.12","time 2","candidate","I believe we have a responsibility to care for one another."
"1750","ROMNEY","235.13","time 2","candidate","I I served as a missionary for my church."
"1751","ROMNEY","235.14","time 2","candidate","I served as a pastor in my congregation for about ten years."
"1752","ROMNEY","235.15","time 2","candidate","I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times."
"1753","ROMNEY","235.16","time 2","candidate","I went to the Olympics when they were in trouble to try and get them on track."
"1754","ROMNEY","235.17","time 2","candidate","And as governor of my state, I was able to get one hundred percent of my people insured, all my kids, about ninety eight percent of the adults."
