topic_str,post,label,seen?,new_id,ori_topic,pred_label
vote voted republicans,"Because when there are elections, people tend to vote for peace.",2,0,2077,vote voted republicans,1
vote voted republicans,They don't vote for war.,2,0,2078,vote voted republicans,0
syria obama war,So we want to promote those principles around the world.,2,0,2079,syria obama war,0
syria war obama,We recognize that there are places of conflict in the world.,2,0,2080,syria war obama,0
syria war obama,We want to end those conflicts to the extent humanly possible.,2,0,2081,syria war obama,0
syria war obama,"But in order to be able to fulfill our role in the world, America must be strong.",2,0,2082,syria war obama,1
vote voted republicans,America must lead.,2,0,2083,vote voted republicans,1
jobs economy job,"And for that to happen, we have to strengthen our economy here at home.",2,0,2084,jobs economy job,1
jobs economy job,You can't have twenty three million people struggling to get a job.,2,0,2085,jobs economy job,0
jobs economy job,You can't have an economy that over the last three years keeps slowing down its growth rate.,2,0,2086,jobs economy job,0
education students school,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.",2,0,2087,education students school,0
jobs economy job,We have to get our economy going.,2,0,2088,jobs economy job,1
veterans honored military,"And our military, we've got to strengthen our military long term.",2,0,2089,veterans honored military,1
syria war obama,We don't know what the world is going to throw at us down the road.,2,0,2090,syria war obama,0
syria war obama,We we make decisions today in the military that that will confront challenges we can't imagine.,2,0,2091,syria war obama,2
obama obamacare administration,"In the two thousand debates, there was no mention of terrorism, for instance.",2,0,2092,obama obamacare administration,0
veterans honored military,"And a year later, nine/eleven happened.",2,0,2093,veterans honored military,1
syria war obama,"So, we have to make decisions based upon uncertainty, and that means a strong military.",2,0,2094,syria war obama,2
spending bipartisan obamacare,I will not cut our military budget.,2,0,2095,spending bipartisan obamacare,0
syria obama war,We have to also stand by our allies.,2,0,2096,syria obama war,0
syria obama war,I I think the tension that existed between Israel and the United States was very unfortunate.,2,0,2097,syria obama war,0
syria obama war,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us.",2,0,2098,syria obama war,0
syria obama war,"And then, of course, with regards to standing for our principles, when when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake.",2,0,2099,syria obama war,2
veterans honored military,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.",2,0,2100,veterans honored military,1
meeting discuss interview,I've got a policy for the future and agenda for the future.,2,0,2101,meeting discuss interview,1
jobs economy job,"And when it comes to our economy here at home, I know what it takes to create twelve million new jobs and rising take home pay.",2,0,2102,jobs economy job,1
obama president congressman,And what we've seen over the last four years is something I don't want to see over the next four years.,2,0,2103,obama president congressman,0
obama president congressman,The president said by now we'd be a five.,2,0,2104,obama president congressman,0
jobs economy job,four percent unemployment.,2,0,2105,jobs economy job,1
jobs economy job,We're nine million jobs short of that.,2,0,2106,jobs economy job,1
jobs economy job,"I will get America working again and see rising take home pay again, and I'll do it with five simple steps.",2,0,2107,jobs economy job,1
energy obama obamacare,"Number one, we are going to have North American energy independence.",2,0,2108,energy obama obamacare,1
energy obama obamacare,"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables.",2,0,2109,energy obama obamacare,1
jobs economy job,"Number two, we're going to increase our trade.",2,0,2110,jobs economy job,1
businesses business economic,Trade grows about twelve percent year.,2,0,2111,businesses business economic,1
obamacare healthcare seniors,It doubles about every every five or so years.,2,0,2112,obamacare healthcare seniors,1
president obama legislation,"We can do better than that, particularly in Latin America.",2,0,2113,president obama legislation,1
immigration reform bipartisan,The opportunities for us in Latin America we have just not taken advantage of fully.,2,0,2114,immigration reform bipartisan,2
jobs economy job,"As a matter of fact, Latin America's economy is almost as big as the economy of China.",2,0,2115,jobs economy job,1
syria obama war,We're all focused on China.,2,0,2116,syria obama war,0
immigration reform bipartisan,"Latin America is a huge opportunity for us time zone, language opportunities.",2,0,2117,immigration reform bipartisan,1
education students school,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind.",2,0,2118,education students school,1
spending bipartisan obamacare,And then we're going to have to get to a balanced budget.,2,0,2119,spending bipartisan obamacare,0
businesses business economic,We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece.,2,0,2120,businesses business economic,0
